2021-07-06 05:26:42 startup archives install
2022-12-14 22:18:12 status installed libfftw3-double3:amd64 3.3.8-2
2022-12-14 22:18:12 remove libfftw3-double3:amd64 3.3.8-2 <none>
2022-12-14 22:18:12 status half-configured libfftw3-double3:amd64 3.3.8-2
2022-12-14 22:18:12 status half-installed libfftw3-double3:amd64 3.3.8-2
2022-12-14 22:18:12 status config-files libfftw3-double3:amd64 3.3.8-2
2022-12-14 22:18:12 status not-installed libfftw3-double3:amd64 <none>
2022-12-14 22:18:12 status installed libfreetype6:amd64 2.9.1-3+deb10u3
2022-12-14 22:18:12 remove libfreetype6:amd64 2.9.1-3+deb10u3 <none>
2022-12-14 22:18:12 status half-configured libfreetype6:amd64 2.9.1-3+deb10u3
2022-12-14 22:18:12 status half-installed libfreetype6:amd64 2.9.1-3+deb10u3
2022-12-14 22:18:12 status config-files libfreetype6:amd64 2.9.1-3+deb10u3
2022-12-14 22:18:12 status not-installed libfreetype6:amd64 <none>
2022-12-14 22:18:12 status installed shared-mime-info:amd64 1.10-1
2022-12-14 22:18:12 remove shared-mime-info:amd64 1.10-1 <none>
2022-12-14 22:18:12 status half-configured shared-mime-info:amd64 1.10-1
2022-12-14 22:18:12 status half-installed shared-mime-info:amd64 1.10-1
2022-12-14 22:18:13 status config-files shared-mime-info:amd64 1.10-1
2022-12-14 22:18:13 status installed liblqr-1-0:amd64 0.4.2-2.1
2022-12-14 22:18:13 remove liblqr-1-0:amd64 0.4.2-2.1 <none>
2022-12-14 22:18:13 status half-configured liblqr-1-0:amd64 0.4.2-2.1
2022-12-14 22:18:13 status half-installed liblqr-1-0:amd64 0.4.2-2.1
2022-12-14 22:18:13 status config-files liblqr-1-0:amd64 0.4.2-2.1
2022-12-14 22:18:13 status not-installed liblqr-1-0:amd64 <none>
2022-12-14 22:18:13 status installed libglib2.0-0:amd64 2.58.3-2+deb10u4
2022-12-14 22:18:13 remove libglib2.0-0:amd64 2.58.3-2+deb10u4 <none>
2022-12-14 22:18:13 status half-configured libglib2.0-0:amd64 2.58.3-2+deb10u4
2022-12-14 22:18:13 status half-installed libglib2.0-0:amd64 2.58.3-2+deb10u4
2022-12-14 22:18:13 status config-files libglib2.0-0:amd64 2.58.3-2+deb10u4
2022-12-14 22:18:13 status installed libglib2.0-data:all 2.58.3-2+deb10u4
2022-12-14 22:18:13 remove libglib2.0-data:all 2.58.3-2+deb10u4 <none>
2022-12-14 22:18:13 status half-configured libglib2.0-data:all 2.58.3-2+deb10u4
2022-12-14 22:18:13 status half-installed libglib2.0-data:all 2.58.3-2+deb10u4
2022-12-14 22:18:13 status config-files libglib2.0-data:all 2.58.3-2+deb10u4
2022-12-14 22:18:13 status not-installed libglib2.0-data:all <none>
2022-12-14 22:18:13 status installed libgomp1:amd64 8.3.0-6
2022-12-14 22:18:13 remove libgomp1:amd64 8.3.0-6 <none>
2022-12-14 22:18:13 status half-configured libgomp1:amd64 8.3.0-6
2022-12-14 22:18:13 status half-installed libgomp1:amd64 8.3.0-6
2022-12-14 22:18:13 status config-files libgomp1:amd64 8.3.0-6
2022-12-14 22:18:13 status not-installed libgomp1:amd64 <none>
2022-12-14 22:18:13 status installed libgs9-common:all 9.27~dfsg-2+deb10u6
2022-12-14 22:18:13 remove libgs9-common:all 9.27~dfsg-2+deb10u6 <none>
2022-12-14 22:18:13 status half-configured libgs9-common:all 9.27~dfsg-2+deb10u6
2022-12-14 22:18:13 status half-installed libgs9-common:all 9.27~dfsg-2+deb10u6
2022-12-14 22:18:14 status config-files libgs9-common:all 9.27~dfsg-2+deb10u6
2022-12-14 22:18:14 status not-installed libgs9-common:all <none>
2022-12-14 22:18:14 status installed libxml2:amd64 2.9.4+dfsg1-7+deb10u5
2022-12-14 22:18:14 remove libxml2:amd64 2.9.4+dfsg1-7+deb10u5 <none>
2022-12-14 22:18:14 status half-configured libxml2:amd64 2.9.4+dfsg1-7+deb10u5
2022-12-14 22:18:14 status half-installed libxml2:amd64 2.9.4+dfsg1-7+deb10u5
2022-12-14 22:18:14 status config-files libxml2:amd64 2.9.4+dfsg1-7+deb10u5
2022-12-14 22:18:14 status not-installed libxml2:amd64 <none>
2022-12-14 22:18:14 status installed libicu63:amd64 63.1-6+deb10u3
2022-12-14 22:18:14 remove libicu63:amd64 63.1-6+deb10u3 <none>
2022-12-14 22:18:14 status half-configured libicu63:amd64 63.1-6+deb10u3
2022-12-14 22:18:14 status half-installed libicu63:amd64 63.1-6+deb10u3
2022-12-14 22:18:14 status config-files libicu63:amd64 63.1-6+deb10u3
2022-12-14 22:18:14 status not-installed libicu63:amd64 <none>
2022-12-14 22:18:14 status installed libijs-0.35:amd64 0.35-14
2022-12-14 22:18:14 remove libijs-0.35:amd64 0.35-14 <none>
2022-12-14 22:18:14 status half-configured libijs-0.35:amd64 0.35-14
2022-12-14 22:18:14 status half-installed libijs-0.35:amd64 0.35-14
2022-12-14 22:18:14 status config-files libijs-0.35:amd64 0.35-14
2022-12-14 22:18:15 status not-installed libijs-0.35:amd64 <none>
2022-12-14 22:18:15 status installed libtiff5:amd64 4.1.0+git191117-2~deb10u4
2022-12-14 22:18:15 remove libtiff5:amd64 4.1.0+git191117-2~deb10u4 <none>
2022-12-14 22:18:15 status half-configured libtiff5:amd64 4.1.0+git191117-2~deb10u4
2022-12-14 22:18:15 status half-installed libtiff5:amd64 4.1.0+git191117-2~deb10u4
2022-12-14 22:18:15 status config-files libtiff5:amd64 4.1.0+git191117-2~deb10u4
2022-12-14 22:18:15 status not-installed libtiff5:amd64 <none>
2022-12-14 22:18:15 status installed libjbig0:amd64 2.1-3.1+b2
2022-12-14 22:18:15 remove libjbig0:amd64 2.1-3.1+b2 <none>
2022-12-14 22:18:15 status half-configured libjbig0:amd64 2.1-3.1+b2
2022-12-14 22:18:15 status half-installed libjbig0:amd64 2.1-3.1+b2
2022-12-14 22:18:15 status config-files libjbig0:amd64 2.1-3.1+b2
2022-12-14 22:18:15 status not-installed libjbig0:amd64 <none>
2022-12-14 22:18:15 status installed libjbig2dec0:amd64 0.16-1+deb10u1
2022-12-14 22:18:15 remove libjbig2dec0:amd64 0.16-1+deb10u1 <none>
2022-12-14 22:18:15 status half-configured libjbig2dec0:amd64 0.16-1+deb10u1
2022-12-14 22:18:15 status half-installed libjbig2dec0:amd64 0.16-1+deb10u1
2022-12-14 22:18:15 status config-files libjbig2dec0:amd64 0.16-1+deb10u1
2022-12-14 22:18:15 status not-installed libjbig2dec0:amd64 <none>
2022-12-14 22:18:15 status installed libjpeg62-turbo:amd64 1:1.5.2-2+deb10u1
2022-12-14 22:18:15 remove libjpeg62-turbo:amd64 1:1.5.2-2+deb10u1 <none>
2022-12-14 22:18:15 status half-configured libjpeg62-turbo:amd64 1:1.5.2-2+deb10u1
2022-12-14 22:18:15 status half-installed libjpeg62-turbo:amd64 1:1.5.2-2+deb10u1
2022-12-14 22:18:15 status config-files libjpeg62-turbo:amd64 1:1.5.2-2+deb10u1
2022-12-14 22:18:15 status not-installed libjpeg62-turbo:amd64 <none>
2022-12-14 22:18:15 status installed liblcms2-2:amd64 2.9-3
2022-12-14 22:18:15 remove liblcms2-2:amd64 2.9-3 <none>
2022-12-14 22:18:15 status half-configured liblcms2-2:amd64 2.9-3
2022-12-14 22:18:15 status half-installed liblcms2-2:amd64 2.9-3
2022-12-14 22:18:15 status config-files liblcms2-2:amd64 2.9-3
2022-12-14 22:18:15 status not-installed liblcms2-2:amd64 <none>
2022-12-14 22:18:15 status installed libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u7
2022-12-14 22:18:15 remove libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u7 <none>
2022-12-14 22:18:15 status half-configured libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u7
2022-12-14 22:18:15 status half-installed libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u7
2022-12-14 22:18:15 status config-files libldap-2.4-2:amd64 2.4.47+dfsg-3+deb10u7
2022-12-14 22:18:15 status not-installed libldap-2.4-2:amd64 <none>
2022-12-14 22:18:16 status installed libldap-common:all 2.4.47+dfsg-3+deb10u7
2022-12-14 22:18:16 remove libldap-common:all 2.4.47+dfsg-3+deb10u7 <none>
2022-12-14 22:18:16 status half-configured libldap-common:all 2.4.47+dfsg-3+deb10u7
2022-12-14 22:18:16 status half-installed libldap-common:all 2.4.47+dfsg-3+deb10u7
2022-12-14 22:18:16 status config-files libldap-common:all 2.4.47+dfsg-3+deb10u7
2022-12-14 22:18:16 status installed libltdl7:amd64 2.4.6-9
2022-12-14 22:18:16 remove libltdl7:amd64 2.4.6-9 <none>
2022-12-14 22:18:16 status half-configured libltdl7:amd64 2.4.6-9
2022-12-14 22:18:16 status half-installed libltdl7:amd64 2.4.6-9
2022-12-14 22:18:16 status config-files libltdl7:amd64 2.4.6-9
2022-12-14 22:18:16 status not-installed libltdl7:amd64 <none>
2022-12-14 22:18:16 status installed libx265-165:amd64 2.9-4
2022-12-14 22:18:16 remove libx265-165:amd64 2.9-4 <none>
2022-12-14 22:18:16 status half-configured libx265-165:amd64 2.9-4
2022-12-14 22:18:16 status half-installed libx265-165:amd64 2.9-4
2022-12-14 22:18:16 status config-files libx265-165:amd64 2.9-4
2022-12-14 22:18:16 status not-installed libx265-165:amd64 <none>
2022-12-14 22:18:16 status installed libnuma1:amd64 2.0.12-1
2022-12-14 22:18:16 remove libnuma1:amd64 2.0.12-1 <none>
2022-12-14 22:18:16 status half-configured libnuma1:amd64 2.0.12-1
2022-12-14 22:18:16 status half-installed libnuma1:amd64 2.0.12-1
2022-12-14 22:18:16 status config-files libnuma1:amd64 2.0.12-1
2022-12-14 22:18:16 status not-installed libnuma1:amd64 <none>
2022-12-14 22:18:16 status installed libopenjp2-7:amd64 2.3.0-2+deb10u2
2022-12-14 22:18:16 remove libopenjp2-7:amd64 2.3.0-2+deb10u2 <none>
2022-12-14 22:18:16 status half-configured libopenjp2-7:amd64 2.3.0-2+deb10u2
2022-12-14 22:18:16 status half-installed libopenjp2-7:amd64 2.3.0-2+deb10u2
2022-12-14 22:18:16 status config-files libopenjp2-7:amd64 2.3.0-2+deb10u2
2022-12-14 22:18:16 status not-installed libopenjp2-7:amd64 <none>
2022-12-14 22:18:16 status installed libpaper-utils:amd64 1.1.28
2022-12-14 22:18:16 remove libpaper-utils:amd64 1.1.28 <none>
2022-12-14 22:18:16 status half-configured libpaper-utils:amd64 1.1.28
2022-12-14 22:18:16 status half-installed libpaper-utils:amd64 1.1.28
2022-12-14 22:18:16 status config-files libpaper-utils:amd64 1.1.28
2022-12-14 22:18:16 status not-installed libpaper-utils:amd64 <none>
2022-12-14 22:18:16 status installed libpaper1:amd64 1.1.28
2022-12-14 22:18:16 remove libpaper1:amd64 1.1.28 <none>
2022-12-14 22:18:16 status half-configured libpaper1:amd64 1.1.28
2022-12-14 22:18:16 status half-installed libpaper1:amd64 1.1.28
2022-12-14 22:18:17 status config-files libpaper1:amd64 1.1.28
2022-12-14 22:18:17 status installed libpng16-16:amd64 1.6.36-6
2022-12-14 22:18:17 remove libpng16-16:amd64 1.6.36-6 <none>
2022-12-14 22:18:17 status half-configured libpng16-16:amd64 1.6.36-6
2022-12-14 22:18:17 status half-installed libpng16-16:amd64 1.6.36-6
2022-12-14 22:18:17 status config-files libpng16-16:amd64 1.6.36-6
2022-12-14 22:18:17 status not-installed libpng16-16:amd64 <none>
2022-12-14 22:18:17 status installed libsasl2-2:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:18:17 remove libsasl2-2:amd64 2.1.27+dfsg-1+deb10u2 <none>
2022-12-14 22:18:17 status half-configured libsasl2-2:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:18:17 status half-installed libsasl2-2:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:18:17 status config-files libsasl2-2:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:18:17 status not-installed libsasl2-2:amd64 <none>
2022-12-14 22:18:17 status installed libsasl2-modules:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:18:17 remove libsasl2-modules:amd64 2.1.27+dfsg-1+deb10u2 <none>
2022-12-14 22:18:17 status half-configured libsasl2-modules:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:18:17 status half-installed libsasl2-modules:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:18:17 status config-files libsasl2-modules:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:18:17 status installed libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:18:17 remove libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u2 <none>
2022-12-14 22:18:17 status half-configured libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:18:17 status half-installed libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:18:17 status config-files libsasl2-modules-db:amd64 2.1.27+dfsg-1+deb10u2
2022-12-14 22:18:17 status not-installed libsasl2-modules-db:amd64 <none>
2022-12-14 22:18:17 status installed libwebpmux3:amd64 0.6.1-2+deb10u1
2022-12-14 22:18:17 remove libwebpmux3:amd64 0.6.1-2+deb10u1 <none>
2022-12-14 22:18:17 status half-configured libwebpmux3:amd64 0.6.1-2+deb10u1
2022-12-14 22:18:17 status half-installed libwebpmux3:amd64 0.6.1-2+deb10u1
2022-12-14 22:18:17 status config-files libwebpmux3:amd64 0.6.1-2+deb10u1
2022-12-14 22:18:17 status not-installed libwebpmux3:amd64 <none>
2022-12-14 22:18:17 status installed libwebp6:amd64 0.6.1-2+deb10u1
2022-12-14 22:18:18 remove libwebp6:amd64 0.6.1-2+deb10u1 <none>
2022-12-14 22:18:18 status half-configured libwebp6:amd64 0.6.1-2+deb10u1
2022-12-14 22:18:18 status half-installed libwebp6:amd64 0.6.1-2+deb10u1
2022-12-14 22:18:18 status config-files libwebp6:amd64 0.6.1-2+deb10u1
2022-12-14 22:18:18 status not-installed libwebp6:amd64 <none>
2022-12-14 22:18:18 status installed poppler-data:all 0.4.9-2
2022-12-14 22:18:18 remove poppler-data:all 0.4.9-2 <none>
2022-12-14 22:18:18 status half-configured poppler-data:all 0.4.9-2
2022-12-14 22:18:18 status half-installed poppler-data:all 0.4.9-2
2022-12-14 22:18:19 status config-files poppler-data:all 0.4.9-2
2022-12-14 22:18:19 status installed ucf:all 3.0038+nmu1
2022-12-14 22:18:19 remove ucf:all 3.0038+nmu1 <none>
2022-12-14 22:18:19 status half-configured ucf:all 3.0038+nmu1
2022-12-14 22:18:19 status half-installed ucf:all 3.0038+nmu1
2022-12-14 22:18:19 status config-files ucf:all 3.0038+nmu1
2022-12-14 22:18:19 status installed xdg-user-dirs:amd64 0.17-2
2022-12-14 22:18:19 remove xdg-user-dirs:amd64 0.17-2 <none>
2022-12-14 22:18:19 status half-configured xdg-user-dirs:amd64 0.17-2
2022-12-14 22:18:19 status half-installed xdg-user-dirs:amd64 0.17-2
2022-12-14 22:18:19 status config-files xdg-user-dirs:amd64 0.17-2
2022-12-14 22:18:20 startup packages configure
2022-12-14 22:18:20 trigproc libc-bin:amd64 2.28-10+deb10u2 <none>
2022-12-14 22:18:20 status half-configured libc-bin:amd64 2.28-10+deb10u2
2022-12-14 22:18:20 status installed libc-bin:amd64 2.28-10+deb10u2
